"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,13779.68,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,2437.452,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,3042.464,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,3627.292,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,3766.361,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,3939.181,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,4296.679,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,4572.76,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,5191.551,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,6001.718,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,6870.154,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,8366.908,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,10737.976,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,13284.239,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,15669.784,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,12722.376,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,11652.324,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,11702.525,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,12425.175,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,12997.921,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,2646.979,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,3163.962,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,3585.296,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,3800.552,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,4061.743,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,4271.99,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,4585.317,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,5143.503,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,5834.425,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,6795.877,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,8182.037,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,10782.737,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,13309.75,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,13893.178,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,11205.783,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,11248.709,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,12284.931,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,13065.127,,
"LVA","Latvia","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,13779.68,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,2651.322,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,3177.507,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,3599.257,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,3815.512,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,4072.127,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,4284.152,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,4605.833,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,5160.404,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,5860.782,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,6926.709,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,8361.315,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,10985.477,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,13520.575,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,14121.466,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,11412.922,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,11442.417,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,12504.772,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,13331.181,,
"LVA","Latvia","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,14039.429,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,2444.353,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,3050.88,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,3635.427,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,3774.294,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,3948.093,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,4305.946,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,4582.392,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,5201.44,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,6012.672,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,7005.506,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,8564.948,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,10913.796,,
"LVA","Latvia","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,13491.482,,
